Tout,Bottom,Mid,top,elbow,wrist
8.02,1.27E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.04,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.06,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.08,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.1,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.12,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.14,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.16,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.18,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.2,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.22,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.24,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.26,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.28,5.09E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.3,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.32,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.34,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.36,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.38,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.4,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.42,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.44,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.46,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.48,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.5,5.09E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.52,5.09E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.54,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.56,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.58,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.6,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.62,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.64,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.66,5.09E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.68,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.7,5.09E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.72,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.74,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.76,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.78,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.8,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.82,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.84,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.86,1.02E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
8.88,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.9,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.92,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.94,1.27E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
8.96,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8.98,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.02,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.04,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.06,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.08,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.1,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.12,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.14,1.14E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
9.16,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.18,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.2,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.22,1.14E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
9.24,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.26,5.09E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.28,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.3,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.32,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.34,1.14E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
9.36,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.38,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.4,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.42,5.09E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.44,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.46,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.48,1.14E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
9.5,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.52,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.54,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.56,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.58,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.6,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.62,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.64,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.66,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.68,1.27E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
9.7,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.72,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.74,1.14E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
9.76,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.78,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.8,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.82,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.84,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.86,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.88,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.9,1.14E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
9.92,5.09E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.94,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.96,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
9.98,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
10,3.82E-14,-32.39416872,32.39416872,-32.39416872,32.39416872
10.02,8.91E-14,-31.55593128,31.55593128,-31.55593128,31.55593128
10.04,5.09E-14,-29.67309048,29.67309048,-29.67309048,29.67309048
10.06,7.63E-14,-27.22689619,27.22689619,-27.22689619,27.22689619
10.08,2.54E-14,-24.56056467,24.56056467,-24.56056467,24.56056467
10.1,6.36E-14,-21.88987691,21.88987691,-21.88987691,21.88987691
10.12,7.63E-14,-19.33931492,19.33931492,-19.33931492,19.33931492
10.14,2.54E-14,-16.9746685,16.9746685,-16.9746685,16.9746685
10.16,8.91E-14,-14.82396482,14.82396482,-14.82396482,14.82396482
10.18,6.36E-14,-12.8936322,12.8936322,-12.8936322,12.8936322
10.2,6.36E-14,-11.17743976,11.17743976,-11.17743976,11.17743976
10.22,2.54E-14,-9.662309099,9.662309099,-9.662309099,9.662309099
10.24,1.27E-14,-8.331971508,8.331971508,-8.331971508,8.331971508
10.26,7.63E-14,-7.169043319,7.169043319,-7.169043319,7.169043319
10.28,3.82E-14,-6.156274359,6.156274359,-6.156274359,6.156274359
10.3,6.36E-14,-5.276791392,5.276791392,-5.276791392,5.276791392
10.32,6.36E-14,-4.515356561,4.515356561,-4.515356561,4.515356561
10.34,7.63E-14,-3.857745818,3.857745818,-3.857745818,3.857745818
10.36,5.09E-14,-3.291003271,3.291003271,-3.291003271,3.291003271
10.38,3.82E-14,-2.803633618,2.803633618,-2.803633618,2.803633618
10.4,8.91E-14,-2.385373919,2.385373919,-2.385373919,2.385373919
10.42,6.36E-14,-2.026909211,2.026909211,-2.026909211,2.026909211
10.44,5.09E-14,-1.720315776,1.720315776,-1.720315776,1.720315776
10.46,7.63E-14,-1.45851812,1.45851812,-1.45851812,1.45851812
10.48,7.63E-14,-1.235195273,1.235195273,-1.235195273,1.235195273
10.5,7.63E-14,-1.045045611,1.045045611,-1.045045611,1.045045611
10.52,6.36E-14,-0.883351289,0.883351289,-0.883351289,0.883351289
10.54,2.54E-14,-0.745959062,0.745959062,-0.745959062,0.745959062
10.56,7.63E-14,-0.629406913,0.629406913,-0.629406913,0.629406913
10.58,7.63E-14,-0.530646625,0.530646625,-0.530646625,0.530646625
10.6,8.91E-14,-0.447007023,0.447007023,-0.447007023,0.447007023
10.62,5.09E-14,-0.376279356,0.376279356,-0.376279356,0.376279356
10.64,5.09E-14,-0.31651765,0.31651765,-0.31651765,0.31651765
10.66,3.82E-14,-0.266066511,0.266066511,-0.266066511,0.266066511
10.68,5.09E-14,-0.22351638,0.22351638,-0.22351638,0.22351638
10.7,5.09E-14,-0.187649552,0.187649552,-0.187649552,0.187649552
10.72,8.91E-14,-0.157443212,0.157443212,-0.157443212,0.157443212
10.74,5.09E-14,-0.132025636,0.132025636,-0.132025636,0.132025636
10.76,3.82E-14,-0.110654697,0.110654697,-0.110654697,0.110654697
10.78,3.82E-14,-0.092688971,0.092688971,-0.092688971,0.092688971
10.8,3.82E-14,-0.077603941,0.077603941,-0.077603941,0.077603941
10.82,5.09E-14,-0.064942296,0.064942296,-0.064942296,0.064942296
10.84,7.63E-14,-0.054321431,0.054321431,-0.054321431,0.054321431
10.86,3.82E-14,-0.04541912,0.04541912,-0.04541912,0.04541912
10.88,8.91E-14,-0.037957473,0.037957473,-0.037957473,0.037957473
10.9,1.02E-13,-0.031709104,0.031709104,-0.031709104,0.031709104
10.92,2.54E-14,-0.02647996,0.02647996,-0.02647996,0.02647996
10.94,8.91E-14,-0.022103337,0.022103337,-0.022103337,0.022103337
10.96,3.82E-14,-0.018444034,0.018444034,-0.018444034,0.018444034
10.98,6.36E-14,-0.015384965,0.015384965,-0.015384965,0.015384965
11,2.54E-14,-0.012828985,0.012828985,-0.012828985,0.012828985
11.02,2.54E-14,-0.010694416,0.010694416,-0.010694416,0.010694416
11.04,6.36E-14,-0.008911756,0.008911756,-0.008911756,0.008911756
11.06,5.09E-14,-0.007424105,0.007424105,-0.007424105,0.007424105
11.08,6.36E-14,-0.006183202,0.006183202,-0.006183202,0.006183202
11.1,7.63E-14,-0.005147906,0.005147906,-0.005147906,0.005147906
11.12,5.09E-14,-0.004284906,0.004284906,-0.004284906,0.004284906
11.14,3.82E-14,-0.003565595,0.003565595,-0.003565595,0.003565595
11.16,3.82E-14,-0.002966343,0.002966343,-0.002966343,0.002966343
11.18,1.27E-14,-0.002467151,0.002467151,-0.002467151,0.002467151
11.2,8.91E-14,-0.00205142,0.00205142,-0.00205142,0.00205142
11.22,8.91E-14,-0.001705375,0.001705375,-0.001705375,0.001705375
11.24,3.82E-14,-0.001417426,0.001417426,-0.001417426,0.001417426
11.26,3.82E-14,-0.00117776,0.00117776,-0.00117776,0.00117776
11.28,3.82E-14,-0.000978429,0.000978429,-0.000978429,0.000978429
11.3,3.82E-14,-0.000812666,0.000812666,-0.000812666,0.000812666
11.32,3.82E-14,-0.00067487,0.00067487,-0.00067487,0.00067487
11.34,5.09E-14,-0.000560298,0.000560298,-0.000560298,0.000560298
11.36,6.36E-14,-0.000465098,0.000465098,-0.000465098,0.000465098
11.38,7.63E-14,-0.000386,0.000386,-0.000386,0.000386
11.4,1.27E-14,-0.000320308,0.000320308,-0.000320308,0.000320308
11.42,3.82E-14,-0.000265733,0.000265733,-0.000265733,0.000265733
11.44,3.82E-14,-0.000220422,0.000220422,-0.000220422,0.000220422
11.46,7.63E-14,-0.000182808,0.000182808,-0.000182808,0.000182808
11.48,1.27E-14,-0.000151594,0.000151594,-0.000151594,0.000151594
11.5,6.36E-14,-0.00012568,0.00012568,-0.00012568,0.00012568
11.52,3.82E-14,-0.000104183,0.000104183,-0.000104183,0.000104183
11.54,5.09E-14,-8.64E-05,8.64E-05,-8.64E-05,8.64E-05
11.56,1.14E-13,-7.16E-05,7.16E-05,-7.16E-05,7.16E-05
11.58,2.54E-14,-5.93E-05,5.93E-05,-5.93E-05,5.93E-05
11.6,6.36E-14,-4.91E-05,4.91E-05,-4.91E-05,4.91E-05
11.62,3.82E-14,-4.07E-05,4.07E-05,-4.07E-05,4.07E-05
11.64,7.63E-14,-3.37E-05,3.37E-05,-3.37E-05,3.37E-05
11.66,3.82E-14,-2.79E-05,2.79E-05,-2.79E-05,2.79E-05
11.68,7.63E-14,-2.31E-05,2.31E-05,-2.31E-05,2.31E-05
11.7,6.36E-14,-1.91E-05,1.91E-05,-1.91E-05,1.91E-05
11.72,2.54E-14,-1.58E-05,1.58E-05,-1.58E-05,1.58E-05
11.74,5.09E-14,-1.31E-05,1.31E-05,-1.31E-05,1.31E-05
11.76,6.36E-14,-1.09E-05,1.09E-05,-1.09E-05,1.09E-05
11.78,2.54E-14,-8.98E-06,8.98E-06,-8.98E-06,8.98E-06
11.8,1.02E-13,-7.43E-06,7.43E-06,-7.43E-06,7.43E-06
11.82,5.09E-14,-6.15E-06,6.15E-06,-6.15E-06,6.15E-06
11.84,5.09E-14,-5.08E-06,5.08E-06,-5.08E-06,5.08E-06
11.86,7.63E-14,-4.21E-06,4.21E-06,-4.21E-06,4.21E-06
11.88,8.91E-14,-3.48E-06,3.48E-06,-3.48E-06,3.48E-06
11.9,3.82E-14,-2.88E-06,2.88E-06,-2.88E-06,2.88E-06
11.92,3.82E-14,-2.38E-06,2.38E-06,-2.38E-06,2.38E-06
11.94,3.82E-14,-1.97E-06,1.97E-06,-1.97E-06,1.97E-06
11.96,8.91E-14,-1.63E-06,1.63E-06,-1.63E-06,1.63E-06
11.98,7.63E-14,-1.34E-06,1.34E-06,-1.34E-06,1.34E-06
12,6.36E-14,-1.11E-06,1.11E-06,-1.11E-06,1.11E-06
12.02,6.36E-14,-9.19E-07,9.19E-07,-9.19E-07,9.19E-07
12.04,6.36E-14,-7.59E-07,7.59E-07,-7.59E-07,7.59E-07
12.06,2.54E-14,-6.27E-07,6.27E-07,-6.27E-07,6.27E-07
12.08,7.63E-14,-5.18E-07,5.18E-07,-5.18E-07,5.18E-07
12.1,6.36E-14,-4.28E-07,4.28E-07,-4.28E-07,4.28E-07
12.12,1.27E-14,-3.54E-07,3.54E-07,-3.54E-07,3.54E-07
12.14,3.82E-14,-2.92E-07,2.92E-07,-2.92E-07,2.92E-07
12.16,7.63E-14,-2.41E-07,2.41E-07,-2.41E-07,2.41E-07
12.18,5.09E-14,-1.99E-07,1.99E-07,-1.99E-07,1.99E-07
12.2,8.91E-14,-1.65E-07,1.65E-07,-1.65E-07,1.65E-07
12.22,5.09E-14,-1.36E-07,1.36E-07,-1.36E-07,1.36E-07
12.24,8.91E-14,-1.12E-07,1.12E-07,-1.12E-07,1.12E-07
12.26,6.36E-14,-9.28E-08,9.28E-08,-9.28E-08,9.28E-08
12.28,3.82E-14,-7.66E-08,7.66E-08,-7.66E-08,7.66E-08
12.3,7.63E-14,-6.32E-08,6.32E-08,-6.32E-08,6.32E-08
12.32,5.09E-14,-5.22E-08,5.22E-08,-5.22E-08,5.22E-08
12.34,7.63E-14,-4.31E-08,4.31E-08,-4.31E-08,4.31E-08
12.36,2.54E-14,-3.56E-08,3.56E-08,-3.56E-08,3.56E-08
12.38,5.09E-14,-2.94E-08,2.94E-08,-2.94E-08,2.94E-08
12.4,3.82E-14,-2.42E-08,2.42E-08,-2.42E-08,2.42E-08
12.42,3.82E-14,-2.00E-08,2.00E-08,-2.00E-08,2.00E-08
12.44,5.09E-14,-1.65E-08,1.65E-08,-1.65E-08,1.65E-08
12.46,1.27E-14,-1.36E-08,1.36E-08,-1.36E-08,1.36E-08
12.48,3.82E-14,-1.12E-08,1.12E-08,-1.12E-08,1.12E-08
12.5,3.82E-14,-9.27E-09,9.27E-09,-9.27E-09,9.27E-09
12.52,5.09E-14,-7.65E-09,7.65E-09,-7.65E-09,7.65E-09
12.54,3.82E-14,-6.31E-09,6.31E-09,-6.31E-09,6.31E-09
12.56,6.36E-14,-5.20E-09,5.20E-09,-5.20E-09,5.20E-09
12.58,6.36E-14,-4.29E-09,4.29E-09,-4.29E-09,4.29E-09
12.6,3.82E-14,-3.54E-09,3.54E-09,-3.54E-09,3.54E-09
12.62,3.82E-14,-2.92E-09,2.92E-09,-2.92E-09,2.92E-09
12.64,5.09E-14,-2.41E-09,2.41E-09,-2.41E-09,2.41E-09
12.66,8.91E-14,-1.99E-09,1.99E-09,-1.99E-09,1.99E-09
12.68,5.09E-14,-1.64E-09,1.64E-09,-1.64E-09,1.64E-09
12.7,3.82E-14,-1.35E-09,1.35E-09,-1.35E-09,1.35E-09
12.72,5.09E-14,-1.11E-09,1.11E-09,-1.11E-09,1.11E-09
12.74,6.36E-14,-9.19E-10,9.18E-10,-9.19E-10,9.18E-10
12.76,5.09E-14,-7.57E-10,7.57E-10,-7.57E-10,7.57E-10
12.78,1.27E-14,-6.24E-10,6.24E-10,-6.24E-10,6.24E-10
12.8,3.82E-14,-5.15E-10,5.15E-10,-5.15E-10,5.15E-10
12.82,6.36E-14,-4.24E-10,4.24E-10,-4.24E-10,4.24E-10
12.84,6.36E-14,-3.50E-10,3.50E-10,-3.50E-10,3.50E-10
12.86,6.36E-14,-2.88E-10,2.88E-10,-2.88E-10,2.88E-10
12.88,8.91E-14,-2.38E-10,2.38E-10,-2.38E-10,2.38E-10
12.9,7.63E-14,-1.96E-10,1.96E-10,-1.96E-10,1.96E-10
12.92,5.09E-14,-1.61E-10,1.61E-10,-1.61E-10,1.61E-10
12.94,7.63E-14,-1.33E-10,1.33E-10,-1.33E-10,1.33E-10
12.96,2.54E-14,-1.10E-10,1.10E-10,-1.10E-10,1.10E-10
12.98,3.82E-14,-9.04E-11,9.04E-11,-9.04E-11,9.04E-11
13,3.82E-14,-7.45E-11,7.45E-11,-7.45E-11,7.45E-11
13.02,6.36E-14,-6.14E-11,6.14E-11,-6.14E-11,6.14E-11
13.04,5.09E-14,-5.06E-11,5.06E-11,-5.06E-11,5.06E-11
13.06,5.09E-14,-4.17E-11,4.17E-11,-4.17E-11,4.17E-11
13.08,6.36E-14,-3.43E-11,3.43E-11,-3.43E-11,3.43E-11
13.1,7.63E-14,-2.83E-11,2.83E-11,-2.83E-11,2.83E-11
13.12,1.27E-14,-2.33E-11,2.33E-11,-2.33E-11,2.33E-11
13.14,5.09E-14,-1.92E-11,1.92E-11,-1.92E-11,1.92E-11
13.16,6.36E-14,-1.58E-11,1.58E-11,-1.58E-11,1.58E-11
13.18,7.63E-14,-1.31E-11,1.30E-11,-1.31E-11,1.30E-11
13.2,3.82E-14,-1.07E-11,1.07E-11,-1.07E-11,1.07E-11
13.22,3.82E-14,-8.85E-12,8.85E-12,-8.85E-12,8.85E-12
13.24,5.09E-14,-7.30E-12,7.30E-12,-7.30E-12,7.30E-12
13.26,7.63E-14,-6.00E-12,5.98E-12,-6.00E-12,5.98E-12
13.28,5.09E-14,-4.95E-12,4.91E-12,-4.95E-12,4.91E-12
13.3,8.91E-14,-4.10E-12,4.05E-12,-4.10E-12,4.05E-12
13.32,5.09E-14,-3.36E-12,3.38E-12,-3.36E-12,3.38E-12
13.34,5.09E-14,-2.79E-12,2.77E-12,-2.79E-12,2.77E-12
13.36,1.27E-14,-2.27E-12,2.26E-12,-2.27E-12,2.26E-12
13.38,7.63E-14,-1.92E-12,1.88E-12,-1.92E-12,1.88E-12
13.4,3.82E-14,-1.58E-12,1.58E-12,-1.58E-12,1.58E-12
13.42,3.82E-14,-1.29E-12,1.30E-12,-1.29E-12,1.30E-12
13.44,5.09E-14,-1.11E-12,1.04E-12,-1.11E-12,1.04E-12
13.46,5.09E-14,-9.03E-13,8.65E-13,-9.03E-13,8.65E-13
13.48,6.36E-14,-7.51E-13,7.12E-13,-7.51E-13,7.12E-13
13.5,7.63E-14,-6.17E-13,5.85E-13,-6.17E-13,5.85E-13
13.52,3.82E-14,-4.83E-13,4.58E-13,-4.83E-13,4.58E-13
13.54,3.82E-14,-4.20E-13,4.07E-13,-4.20E-13,4.07E-13
13.56,3.82E-14,-3.50E-13,3.31E-13,-3.50E-13,3.31E-13
13.58,6.36E-14,-2.74E-13,2.54E-13,-2.74E-13,2.54E-13
13.6,5.09E-14,-2.42E-13,2.29E-13,-2.42E-13,2.29E-13
13.62,6.36E-14,-2.16E-13,1.78E-13,-2.16E-13,1.78E-13
13.64,5.09E-14,-2.10E-13,1.78E-13,-2.10E-13,1.78E-13
13.66,7.63E-14,-1.27E-13,1.53E-13,-1.27E-13,1.53E-13
13.68,5.09E-14,-1.02E-13,1.02E-13,-1.02E-13,1.02E-13
13.7,3.82E-14,-1.21E-13,5.09E-14,-1.21E-13,5.09E-14
13.72,3.82E-14,-7.63E-14,7.63E-14,-7.63E-14,7.63E-14
13.74,1.27E-14,-6.36E-14,5.09E-14,-6.36E-14,5.09E-14
13.76,7.63E-14,-8.27E-14,5.09E-14,-8.27E-14,5.09E-14
13.78,3.82E-14,-6.36E-14,5.09E-14,-6.36E-14,5.09E-14
13.8,1.27E-14,-5.09E-14,2.54E-14,-5.09E-14,2.54E-14
13.82,3.82E-14,-2.54E-14,2.54E-14,-2.54E-14,2.54E-14
13.84,3.82E-14,-5.72E-14,2.54E-14,-5.72E-14,2.54E-14
13.86,6.36E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
13.88,3.82E-14,-3.82E-14,0,-3.82E-14,0
13.9,3.82E-14,-1.27E-14,0,-1.27E-14,0
13.92,6.36E-14,-4.45E-14,0,-4.45E-14,0
13.94,2.54E-14,-2.54E-14,0,-2.54E-14,0
13.96,5.09E-14,0,0,0,0
13.98,3.82E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
14,5.09E-14,-6.36E-14,0,-6.36E-14,0
14.02,2.54E-14,0,-2.54E-14,0,-2.54E-14
14.04,7.63E-14,-6.36E-15,0,-6.36E-15,0
14.06,7.63E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
14.08,7.63E-14,-3.82E-14,-2.54E-14,-3.82E-14,-2.54E-14
14.1,1.27E-14,-6.36E-15,0,-6.36E-15,0
14.12,5.09E-14,-5.09E-14,0,-5.09E-14,0
14.14,6.36E-14,-1.27E-14,0,-1.27E-14,0
14.16,7.63E-14,-3.82E-14,2.54E-14,-3.82E-14,2.54E-14
14.18,5.09E-14,-2.54E-14,0,-2.54E-14,0
14.2,6.36E-14,-1.27E-14,0,-1.27E-14,0
14.22,7.63E-14,-5.09E-14,0,-5.09E-14,0
14.24,5.09E-14,0,0,0,0
14.26,8.91E-14,-3.82E-14,0,-3.82E-14,0
14.28,5.09E-14,-3.82E-14,0,-3.82E-14,0
14.3,5.09E-14,-4.45E-14,0,-4.45E-14,0
14.32,3.82E-14,0,0,0,0
14.34,5.09E-14,-5.72E-14,2.54E-14,-5.72E-14,2.54E-14
14.36,5.09E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
14.38,5.09E-14,-1.91E-14,-2.54E-14,-1.91E-14,-2.54E-14
14.4,6.36E-14,-6.36E-14,2.54E-14,-6.36E-14,2.54E-14
14.42,6.36E-14,-1.91E-14,0,-1.91E-14,0
14.44,0,1.91E-14,-2.54E-14,1.91E-14,-2.54E-14
14.46,5.09E-14,-1.91E-14,0,-1.91E-14,0
14.48,5.09E-14,-3.82E-14,2.54E-14,-3.82E-14,2.54E-14
14.5,3.82E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
14.52,1.27E-14,1.27E-14,0,1.27E-14,0
14.54,5.09E-14,-5.09E-14,0,-5.09E-14,0
14.56,6.36E-14,-2.54E-14,0,-2.54E-14,0
14.58,2.54E-14,1.91E-14,-2.54E-14,1.91E-14,-2.54E-14
14.6,3.82E-14,-1.91E-14,0,-1.91E-14,0
14.62,7.63E-14,-1.91E-14,0,-1.91E-14,0
14.64,8.91E-14,-3.82E-14,0,-3.82E-14,0
14.66,5.09E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
14.68,6.36E-14,-2.54E-14,0,-2.54E-14,0
14.7,6.36E-14,-3.18E-14,2.54E-14,-3.18E-14,2.54E-14
14.72,3.82E-14,6.36E-15,0,6.36E-15,0
14.74,6.36E-14,-6.36E-15,-2.54E-14,-6.36E-15,-2.54E-14
14.76,5.09E-14,-1.91E-14,0,-1.91E-14,0
14.78,3.82E-14,-5.09E-14,2.54E-14,-5.09E-14,2.54E-14
14.8,7.63E-14,-3.82E-14,2.54E-14,-3.82E-14,2.54E-14
14.82,7.63E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
14.84,2.54E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
14.86,6.36E-14,-3.18E-14,0,-3.18E-14,0
14.88,3.82E-14,-1.27E-14,0,-1.27E-14,0
14.9,5.09E-14,-2.54E-14,0,-2.54E-14,0
14.92,6.36E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
14.94,2.54E-14,0,0,0,0
14.96,7.63E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
14.98,5.09E-14,-3.18E-14,0,-3.18E-14,0
15,-0.000403446,0.000201727,0.00020172,0.000201727,0.00020172
15.02,-0.490512474,0.24615921,0.244335108,0.24615921,0.244335108
15.04,-1.787768619,0.905519528,0.88137842,0.905519528,0.88137842
15.06,-3.590009187,1.840010008,1.742970522,1.840010008,1.742970522
15.08,-5.682880858,2.948471472,2.706623064,2.948471472,2.706623064
15.1,-7.918454402,4.154581705,3.689224861,4.154581705,3.689224861
15.12,-10.19690699,5.400748891,4.638093497,5.400748891,4.638093497
15.14,-12.45053749,6.643268376,5.522495749,6.643268376,5.522495749
15.16,-14.63387654,7.84999781,6.326920742,7.84999781,6.326920742
15.18,-16.71646679,8.998136904,7.045846704,8.998136904,7.045846704
15.2,-18.67850255,10.07260847,7.680194983,10.07260847,7.680194983
15.22,-20.50802966,11.06464749,8.234748665,11.06464749,8.234748665
15.24,-22.19808718,11.96988851,8.715896211,11.96988851,8.715896211
15.26,-23.74676597,12.78806782,9.131251593,12.78806782,9.131251593
15.28,-25.15494532,13.52123316,9.488254603,13.52123316,9.488254603
15.3,-26.42655067,14.17354474,9.794210562,14.17354474,9.794210562
15.32,-27.56722928,14.75019242,10.05576177,14.75019242,10.05576177
15.34,-28.58427295,15.25715159,10.27895596,15.25715159,10.27895596
15.36,-29.48593245,15.70066305,10.46914005,15.70066305,10.46914005
15.38,-30.28109004,16.08699024,10.63100684,16.08699024,10.63100684
15.4,-30.97891903,16.42221775,10.7686406,16.42221775,10.7686406
15.42,-31.58856341,16.712097,10.8855663,16.712097,10.8855663
